Date,team_avg(*C),team_min(*C),team_max(*C),prcp,snow,wind_speed(m/s),Rain_probability(%)
1/3/2014,21.8,11.8,28.8,,0,24.56,60
1/4/2014,21.1,11.8,,,0,24.56,60
1/5/2014,21.8,11.8,29.5,,0,24.56,60
1/6/2014,23.1,11.8,30.7,,0,24.56,60
1/7/2014,22.6,11.8,28.2,,0,24.56,60
1/8/2014,20.8,11.8,27.4,,0,24.56,60
1/9/2014,20.3,11.8,29.2,,0,24.56,60
1/10/2014,22.1,11.8,29.4,,0,24.56,60
1/11/2014,23.8,11.8,31.2,,0,24.56,60
1/12/2014,23.1,13.78,29.4,,0,24.56,60
1/13/2014,21.7,13.78,27.6,,0,24.56,60
1/14/2014,22,13.78,28.8,,0,24.56,60
1/15/2014,22.3,13.78,28.2,,0,24.56,60
1/16/2014,21.7,13.78,27,,0,24.56,60
1/17/2014,20.8,13.78,27.6,,0,24.56,60
1/18/2014,21.6,13.78,29.5,,0,24.56,60
1/19/2014,23.3,13.78,31.9,,0,24.56,60
1/20/2014,22.7,13.78,29.3,,0,24.56,60
1/21/2014,22,13.78,29.2,,0,24.56,60
1/22/2014,21.3,13.78,28.5,,0,24.56,60
1/23/2014,21.7,14.7,30.2,,0,24.56,60
1/24/2014,22.2,12.11,30.2,,0,24.56,60
1/25/2014,22.1,12.11,29.2,,0,24.56,60
1/26/2014,21.6,12.11,30,,0,24.56,60
1/27/2014,21.6,12.11,28.8,,0,24.56,60
1/28/2014,21.4,12.11,27.3,,0,24.56,60
1/29/2014,19.7,12.11,27.9,,0,24.56,60
1/30/2014,21.4,12.11,29.3,,0,24.56,60
1/31/2014,21.4,15.1,29.6,,0,24.56,60
2/1/2014,21.6,15.1,29.4,,0,24.56,60
2/2/2014,21.7,15.1,30,,0,24.56,60
2/3/2014,22,15.1,30.5,,0,24.56,60
2/4/2014,24.1,15.1,33.5,,0,24.56,60
2/5/2014,24.2,17.4,32.6,,0,24.56,60
2/6/2014,25.8,17.4,34.3,,0,24.56,60
2/7/2014,25.5,17.4,36.7,,0,24.56,60
2/8/2014,26.3,17.8,36.3,,0,24.56,60
2/9/2014,26.5,11.7,37,,0,24.56,60
2/10/2014,25.8,11.7,32.6,,0,24.56,60
2/11/2014,25.6,11.7,32.4,,0,24.56,60
2/12/2014,24.3,11.7,29.9,,0,24.56,60
2/13/2014,24.7,11.7,32,,0,24.56,60
2/14/2014,25,11.7,33.2,,0,24.56,60
2/15/2014,25.6,11.7,33.1,,0,24.56,60
2/16/2014,23.8,11.7,31.4,1,0,24.56,60
2/17/2014,21.2,11.7,27.5,24.9,0,46.67,60
2/18/2014,20.9,11.7,27.7,0,0,46.67,60
2/19/2014,21.3,11.7,28.4,,0,46.67,60
2/20/2014,23.4,11.7,30.7,,0,46.67,60
2/21/2014,23.7,11.7,32.3,,0,46.67,60
2/22/2014,22.6,11.7,33,,0,46.67,60
2/23/2014,24.4,11.7,30.5,,0,46.67,60
2/24/2014,25.3,11.7,33.4,,0,46.67,60
2/25/2014,25.6,11.7,33.4,,0,46.67,60
2/26/2014,25.9,11.7,34.7,,0,46.67,60
2/27/2014,26,11.7,35.2,,0,46.67,60
2/28/2014,25.5,11.7,32.2,,0,46.67,60
3/1/2014,24.9,11.7,32.2,,0,46.67,60
3/2/2014,22.6,11.7,32.2,,0,46.67,60
3/3/2014,24.1,11.7,30.2,,0,46.67,60
3/4/2014,23.9,11.7,31.4,,0,46.67,60
3/5/2014,23.5,11.7,30,,0,46.67,60
3/6/2014,24.9,11.7,31.2,,0,46.67,60
3/7/2014,24.9,11.7,31.2,,0,46.67,60
3/8/2014,25.9,11.7,32.7,,0,46.67,60
3/9/2014,25.9,11.7,31.4,,0,46.67,60
3/10/2014,24,11.7,31.2,0,0,46.67,60
3/11/2014,25.8,11.7,33.8,,0,46.67,60
3/12/2014,27.6,11.7,35.8,,0,46.67,60
3/13/2014,27.3,11.7,33.2,,0,46.67,60
3/14/2014,28.3,11.7,35.4,,0,46.67,60
3/15/2014,28.8,11.7,35.6,,0,46.67,60
3/16/2014,29.5,11.7,37.7,,0,46.67,60
3/17/2014,28.6,9.65,36.5,,0,46.67,60
3/18/2014,29.4,9.65,39,,0,46.67,60
3/19/2014,29.1,9.65,35.7,,0,46.67,60
3/20/2014,28.8,9.65,37.5,,0,46.67,60
3/21/2014,28.7,9.65,35,,0,46.67,60
3/22/2014,28.3,9.65,35.9,,0,46.67,60
3/23/2014,29.2,9.65,37.8,,0,46.67,60
3/24/2014,29.7,9.65,37.2,,0,46.67,60
3/25/2014,29.3,9.65,36,,0,46.67,60
3/26/2014,29.7,9.65,37.4,,0,46.67,60
3/27/2014,29.7,9.65,39.4,,0,46.67,60
3/28/2014,33.6,9.65,41.3,,0,46.67,60
3/29/2014,32.7,9.65,41.8,,0,46.67,60
3/30/2014,32.2,9.65,42,,0,46.67,60
3/31/2014,30.4,9.65,40.5,,0,46.67,60
4/1/2014,31,9.65,37.4,,0,46.67,60
4/2/2014,29.9,9.65,38.2,,0,46.67,60
4/3/2014,29.8,9.65,38.3,,0,46.67,60
4/4/2014,29.9,9.65,38.6,,0,46.67,60
4/5/2014,31.8,9.65,40.6,,0,46.67,60
4/6/2014,31.7,9.65,39.7,,0,46.67,60
4/7/2014,30.7,9.65,39.7,,0,46.67,60
4/8/2014,30.9,9.65,40.4,,0,46.67,60
4/9/2014,31.9,9.65,39.2,,0,46.67,60
4/10/2014,31.4,9.65,39,0,0,46.67,60
4/11/2014,29.6,9.65,39.3,,0,46.67,60
4/12/2014,30.3,9.65,39.2,,0,46.67,60
4/13/2014,29.1,9.65,37.8,,0,46.67,60
4/14/2014,29.5,9.65,38.4,0,0,46.67,60
4/15/2014,29.4,9.65,39.7,,0,46.67,60
4/16/2014,31.5,9.65,40.2,,0,46.67,60
4/17/2014,31.5,9.65,40.4,,0,46.67,60
4/18/2014,32.1,9.65,39.8,,0,46.67,60
4/19/2014,32,9.65,40.4,,0,46.67,60
4/20/2014,29.9,9.65,41.7,,0,46.67,60
4/21/2014,31.1,9.65,39.8,,0,46.67,60
4/22/2014,32.3,9.65,41.2,,0,46.67,60
4/23/2014,32.1,9.65,42.2,,0,46.67,60
4/24/2014,33.8,9.65,42.8,,0,46.67,60
4/25/2014,34.1,9.65,42.7,,0,46.67,60
4/26/2014,33.3,9.65,40.8,0,0,46.67,60
4/27/2014,32.4,9.65,40.7,,0,46.67,60
4/28/2014,32.4,9.65,41.6,,0,46.67,60
4/29/2014,32.4,9.65,40.9,,0,46.67,60
4/30/2014,33.5,9.65,42.2,,0,46.67,60
5/1/2014,32.4,9.65,41.2,,0,46.67,60
5/2/2014,31.8,9.65,40.6,,0,46.67,60
5/3/2014,32.2,9.65,40.7,,0,46.67,60
5/4/2014,31.9,9.65,40,,0,46.67,60
5/5/2014,31.6,9.65,39.3,0,0,46.67,60
5/6/2014,31.7,9.65,38.8,,0,46.67,60
5/7/2014,32.4,9.65,40.8,,0,46.67,60
5/8/2014,33.2,9.65,42.2,,0,46.67,60
5/9/2014,32.3,9.65,41.6,,0,46.67,60
5/10/2014,27.6,9.65,31.4,,0,46.67,60
5/11/2014,30.8,9.65,37.8,18,0,46.67,60
5/12/2014,33.1,9.65,43.2,0,0,46.67,60
5/13/2014,33.2,9.65,41.4,,0,46.67,60
5/14/2014,33.8,9.65,42.6,,0,46.67,60
5/15/2014,34.6,9.65,43.7,,0,46.67,60
5/16/2014,33.8,9.65,42.7,,0,46.67,60
5/17/2014,33.4,9.65,43.9,,0,46.67,60
5/18/2014,32.1,9.65,40.9,,0,46.67,60
5/19/2014,32.1,9.65,39,,0,46.67,60
5/20/2014,32.3,9.65,,,0,46.67,60
5/21/2014,34.1,9.65,44.2,,0,46.67,60
5/22/2014,32.6,9.65,41.4,,0,46.67,60
5/23/2014,32.6,9.65,40.4,,0,46.67,60
5/24/2014,32.1,9.65,39.2,,0,46.67,60
5/25/2014,25.5,9.65,,9.9,0,46.67,60
5/26/2014,26.7,9.65,31.4,140,0,46.67,60
5/27/2014,27.9,9.65,31.8,23.1,0,46.67,60
5/28/2014,29.4,9.65,36.2,0.3,0,46.67,60
5/29/2014,31.5,9.65,36.9,4.1,0,46.67,60
5/30/2014,31.8,9.65,37.8,0,0,46.67,60
5/31/2014,30.4,9.65,35.8,,0,46.67,60
6/1/2014,30.4,9.65,36.2,0,0,46.67,60
6/2/2014,30.6,9.65,36.5,0.3,0,46.67,60
6/3/2014,30.2,9.65,37.8,0,0,46.67,60
6/4/2014,31.4,9.65,36.2,18,0,46.67,60
6/5/2014,32.2,9.65,36.9,0,0,46.67,60
6/6/2014,32.2,9.65,37.2,,0,46.67,60
6/7/2014,31.6,9.65,36.3,,0,46.67,60
6/8/2014,31.6,9.65,37.2,0,0,46.67,60
6/9/2014,31.4,9.65,37.7,1,0,46.67,60
6/10/2014,32.7,9.65,38.4,0,0,46.67,60
6/11/2014,33.1,9.65,37.3,,0,46.67,60
6/12/2014,35.7,9.65,41.6,,0,46.67,60
6/13/2014,36,9.65,42.6,,0,46.67,60
6/14/2014,32.9,9.65,38.8,0,0,46.67,60
6/15/2014,32.5,9.65,38.4,,0,46.67,60
6/16/2014,32.5,9.65,40.7,,0,46.67,60
6/17/2014,30.9,9.65,38.8,0,0,46.67,60
6/18/2014,29.6,9.65,32.6,35.1,0,46.67,60
6/19/2014,28.7,9.65,31.8,0,0,46.67,60
6/20/2014,27.7,9.65,29.8,2,0,46.67,60
6/21/2014,29.6,9.65,32.6,1,0,46.67,60
6/22/2014,30.9,9.65,36.8,0,0,46.67,60
6/23/2014,31.9,9.65,36.8,0,0,46.67,60
6/24/2014,30.7,9.65,40.2,,0,46.67,60
6/25/2014,30,9.65,37,15,0,46.67,60
6/26/2014,29.4,9.65,34.3,0,0,46.67,60
6/27/2014,28.6,9.65,31,1,0,46.67,60
6/28/2014,29.8,9.65,34.4,2,0,46.67,60
6/29/2014,30.2,9.65,35.8,0,0,46.67,60
6/30/2014,25.8,9.65,29.7,22.1,0,46.67,60
7/1/2014,26.5,9.65,28,53.1,0,46.67,60
7/2/2014,26.1,9.65,29.4,15,0,46.67,60
7/3/2014,27.3,9.65,30.8,10.9,0,46.67,60
7/4/2014,27.6,9.65,30.9,31,0,46.67,60
7/5/2014,28.3,9.65,31.2,0.3,0,46.67,60
7/6/2014,30.4,9.65,34.8,0,0,46.67,60
7/7/2014,31,9.65,35.5,,0,46.67,60
7/8/2014,30.7,9.65,36.7,,0,46.67,60
7/9/2014,30.7,9.65,36.2,0.3,0,46.67,60
7/10/2014,29.3,9.65,32.4,0,0,46.67,60
7/11/2014,28.9,9.65,32.7,13,0,46.67,60
7/12/2014,27.6,9.65,31.4,1,0,46.67,60
7/13/2014,27.9,9.65,31.2,57.9,0,46.67,60
7/14/2014,29.1,9.65,32.1,17,0,46.67,60
7/15/2014,28.2,9.65,30,15,0,46.67,60
7/16/2014,29.2,9.65,32.3,0,0,46.67,60
7/17/2014,28.4,9.65,30.4,,0,46.67,60
7/18/2014,25.8,9.65,27.8,,0,46.67,60
7/19/2014,25.2,9.65,26,,0,46.67,60
7/20/2014,25.4,9.65,26.2,,0,46.67,60
7/21/2014,25.3,9.65,26.9,,0,46.67,60
7/22/2014,27.8,9.65,31.7,5.1,0,46.67,60
7/23/2014,29,9.65,32.9,0,0,46.67,60
7/24/2014,28.3,9.65,31,,0,46.67,60
7/25/2014,27.6,9.65,30.8,0,0,46.67,60
7/26/2014,26.9,9.65,29.6,2,0,46.67,60
7/27/2014,28.3,9.65,31.5,8.9,0,46.67,60
7/28/2014,27.8,9.65,32.1,0.3,0,46.67,60
7/29/2014,27.9,9.65,30.3,13,0,46.67,60
7/30/2014,26.6,9.65,28.8,0,0,46.67,60
7/31/2014,28.9,9.65,33.5,59.9,0,46.67,60
8/1/2014,29.2,9.65,35.1,0,0,46.67,60
8/2/2014,28.1,9.65,31.6,3,0,46.67,60
8/3/2014,26,9.65,27.8,18,0,46.67,60
8/4/2014,25.4,9.65,26.2,45,0,46.67,60
8/5/2014,28.2,9.65,31.5,32,0,46.67,60
8/6/2014,29.5,9.65,34.7,0.3,0,46.67,60
8/7/2014,29.7,16.89,32.9,0,0,46.67,60
8/8/2014,28.5,16.89,32.2,0,0,46.67,60
8/9/2014,27.4,16.89,29.2,7.9,0,46.67,60
8/10/2014,28.6,16.89,32.9,1,0,46.67,60
8/11/2014,29.2,16.89,34.6,0.8,0,46.67,60
8/12/2014,28.3,16.89,33.2,6.1,0,46.67,60
8/13/2014,29,16.89,34.2,19.1,0,46.67,60
8/14/2014,29.2,16.89,33,0.5,0,46.67,60
8/15/2014,28.6,16.89,32.8,0,0,46.67,60
8/16/2014,27.3,16.89,33.2,0,0,46.67,60
8/17/2014,27.1,16.89,32.7,9.9,0,46.67,60
8/18/2014,29.5,16.89,34.6,6.1,0,46.67,60
8/19/2014,30.6,16.89,35.6,0,0,46.67,60
8/20/2014,28.3,16.89,35.3,,0,46.67,60
8/21/2014,28.4,16.89,34.2,,0,46.67,60
8/22/2014,28.8,16.89,34.4,0.5,0,46.67,60
8/23/2014,29.4,16.89,33.8,23.1,0,46.67,60
8/24/2014,30.3,16.89,35.6,0,0,46.67,60
8/25/2014,29,16.89,35.7,,0,46.67,60
8/26/2014,29.6,16.89,34.4,,0,46.67,60
8/27/2014,28.8,16.89,33.8,,0,46.67,60
8/28/2014,27.8,16.89,30.6,,0,46.67,60
8/29/2014,27.9,16.89,32.2,,0,46.67,60
8/30/2014,27.2,16.89,31.2,20.1,0,46.67,60
8/31/2014,25.7,16.89,26.8,15,0,46.67,60
9/1/2014,25.8,16.89,27.6,117.1,0,46.67,60
9/2/2014,26.3,16.89,28.1,6.1,0,46.67,60
9/3/2014,24.9,16.89,27.4,3,0,46.67,60
9/4/2014,25.3,16.89,26.6,7.9,0,46.67,60
9/5/2014,25.1,10.6,28.2,79,0,46.67,60
9/6/2014,25.9,10.6,28,25.9,0,46.67,60
9/7/2014,28.2,10.6,31.8,7.1,0,46.67,60
9/8/2014,28.8,10.6,33.2,0.5,0,46.67,60
9/9/2014,28.9,10.6,,0.8,0,46.67,60
9/10/2014,28.3,10.6,33.4,4.1,0,46.67,60
9/11/2014,29.4,10.6,34.9,2,0,46.67,60
9/12/2014,28.5,10.6,34.2,0,0,46.67,60
9/13/2014,28.7,10.6,34.2,0,0,46.67,60
9/14/2014,28.8,10.6,32.8,0,0,46.67,60
9/15/2014,26.9,10.6,32.5,0,0,46.67,60
9/16/2014,27.4,10.6,32.2,21.1,0,46.67,60
9/17/2014,26.4,10.6,30.4,22.1,0,46.67,60
9/18/2014,29.2,10.6,33,20.1,0,46.67,60
9/19/2014,26.8,10.6,29.2,6.1,0,46.67,60
9/20/2014,26.3,10.6,27.4,52.1,0,46.67,60
9/21/2014,27.4,10.6,29.8,23.1,0,46.67,60
9/22/2014,27.9,10.6,31.2,0.3,0,46.67,60
9/23/2014,29.2,10.6,33.3,2,0,46.67,60
9/24/2014,30.1,10.6,34.4,0,0,46.67,60
9/25/2014,28.3,10.6,31.8,,0,46.67,60
9/26/2014,29.5,10.6,34.4,,0,46.67,60
9/27/2014,29.6,10.6,35,,0,46.67,60
9/28/2014,29,10.6,34.5,,0,46.67,60
9/29/2014,29.1,10.6,34.9,,0,46.67,60
9/30/2014,28.4,10.6,35,,0,46.67,60
10/1/2014,28.2,10.6,33.8,,0,46.67,60
10/2/2014,28.9,10.6,34.3,,0,46.67,60
10/3/2014,28.8,10.6,32.6,,0,46.67,60
10/4/2014,28.7,10.6,34.2,0,0,46.67,60
10/5/2014,27.6,10.6,32.4,2,0,46.67,60
10/6/2014,27.8,10.6,33.8,0,0,46.67,60
10/7/2014,28.6,10.6,33.7,,0,46.67,60
10/8/2014,29.2,10.6,34.3,,0,46.67,60
10/9/2014,28.6,10.6,32.9,,0,46.67,60
10/10/2014,26.3,10.6,30.6,,0,46.67,60
10/11/2014,25.8,10.6,27.7,,0,46.67,60
10/12/2014,25.3,10.6,27.2,29,0,46.67,60
10/13/2014,27.9,10.6,31.3,40.9,0,46.67,60
10/14/2014,28.5,10.6,33.4,0,0,46.67,60
10/15/2014,28.8,10.6,34.3,,0,46.67,60
10/16/2014,26.8,10.6,33.5,,0,46.67,60
10/17/2014,26,10.6,32.3,,0,46.67,60
10/18/2014,26.1,10.6,29.2,,0,46.67,60
10/19/2014,27.4,10.6,32.2,,0,46.67,60
10/20/2014,27.3,10.6,32.3,3,0,46.67,60
10/21/2014,26.9,10.6,31.7,0,0,46.67,60
10/22/2014,26.2,10.6,31.1,,0,46.67,60
10/23/2014,25.9,10.6,30.7,,0,46.67,60
10/24/2014,25.5,10.6,32,,0,46.67,60
10/25/2014,25.9,10.6,31.8,,0,46.67,60
10/26/2014,25.5,10.6,30.8,,0,46.67,60
10/27/2014,23.5,10.6,25.3,,0,46.67,60
10/28/2014,23.2,10.6,26.8,1,0,46.67,60
10/29/2014,25.3,10.6,30.4,0,0,46.67,60
10/30/2014,25.5,10.6,30.9,0,0,46.67,60
10/31/2014,25.3,10.6,31.9,,0,46.67,60
11/1/2014,24.8,10.6,31.3,,0,46.67,60
11/2/2014,25.6,10.6,30.9,,0,46.67,60
11/3/2014,25.8,10.6,31.1,,0,46.67,60
11/4/2014,25.2,10.6,31.2,,0,46.67,60
11/5/2014,24.6,10.6,31,,0,46.67,60
11/6/2014,24.2,10.6,30.6,,0,46.67,60
11/7/2014,24.8,10.6,30.7,,0,46.67,60
11/8/2014,26.1,10.6,31,,0,46.67,60
11/9/2014,27.4,10.6,32.1,,0,46.67,60
11/10/2014,27.1,10.6,32.4,0,0,46.67,60
11/11/2014,27.7,10.6,32.6,,0,46.67,60
11/12/2014,27.5,10.6,32.4,,0,46.67,60
11/13/2014,26.2,10.6,32,,0,46.67,60
11/14/2014,25.7,10.6,33,,0,46.67,60
11/15/2014,24.8,10.6,31.6,,0,46.67,60
11/16/2014,24.8,10.6,31.2,,0,46.67,60
11/17/2014,23.8,10.6,30.1,,0,46.67,60
11/18/2014,22.7,10.6,29.2,,0,46.67,60
11/19/2014,22.4,10.6,30,,0,46.67,60
11/20/2014,22.5,10.6,30.2,,0,46.67,60
11/21/2014,22.2,10.6,30.2,,0,46.67,60
11/22/2014,22.3,10.6,30.4,,0,46.67,60
11/23/2014,22.8,10.6,30.4,,0,46.67,60
11/24/2014,22.8,10.6,30.2,,0,46.67,60
11/25/2014,21.4,10.6,29.8,,0,46.67,60
11/26/2014,21.2,10.6,29.7,,0,46.67,60
11/27/2014,22.3,10.6,30.4,,0,46.67,60
11/28/2014,22.8,10.6,30.2,,0,46.67,60
11/29/2014,22.8,10.6,31,,0,46.67,60
11/30/2014,23.1,10.6,31.8,,0,46.67,60
12/1/2014,23,10.6,31.2,,0,46.67,60
12/2/2014,22.3,10.6,31.4,,0,46.67,60
12/3/2014,21.5,10.6,30.3,,0,46.67,60
12/4/2014,21.2,10.6,,,0,46.67,60
12/5/2014,21.4,10.6,29.4,,0,46.67,60
12/6/2014,21.5,10.6,29.4,,0,46.67,60
12/7/2014,22.4,10.6,29.1,,0,46.67,60
12/8/2014,22.2,10.6,28.6,,0,46.67,60
12/9/2014,22.6,10.6,29.2,,0,46.67,60
12/10/2014,23.4,10.6,30.3,,0,46.67,60
12/11/2014,23.2,10.6,27.8,,0,46.67,60
12/12/2014,21.4,10.6,,,0,46.67,60
12/13/2014,21.2,10.6,27.8,,0,46.67,60
12/14/2014,22.3,10.6,29,,0,46.67,60
12/15/2014,21.5,10.6,28.8,0,0,46.67,60
12/16/2014,21.5,10.6,28.4,,0,46.67,60
12/17/2014,21.5,10.6,,,0,46.67,60
12/18/2014,18.7,10.6,25.8,,0,46.67,60
12/19/2014,18.5,10.6,25.7,,0,46.67,60
12/20/2014,18.8,10.6,26.6,,0,46.67,60
12/21/2014,19.4,10.6,27,,0,46.67,60
12/22/2014,18.6,10.6,26.4,,0,46.67,60
12/23/2014,18.5,10.6,26.8,,0,46.67,60
12/24/2014,19.2,10.6,27.2,,0,46.67,60
12/25/2014,19.7,10.6,27.2,,0,46.67,60
12/26/2014,19,10.6,26.4,,0,46.67,60
12/27/2014,18.3,10.6,25.4,,0,46.67,60
12/28/2014,18.3,10.6,25,,0,46.67,60
12/29/2014,20.7,10.6,26.4,,0,46.67,60
12/30/2014,20.8,10.6,23.2,0,0,46.67,60
12/31/2014,18.8,10.6,19.9,0.5,0,46.67,60
1/1/2015,19.9,10.6,21.6,5.1,0,46.67,60
1/2/2015,23.2,10.6,26.1,13,0,46.67,60
1/3/2015,24.9,10.6,29.2,0.3,0,46.67,60
1/4/2015,24.4,10.6,27.7,0,0,46.67,60
1/5/2015,22.4,10.6,28.1,,0,46.67,60
1/6/2015,20.5,10.6,27.8,,0,46.67,60
1/7/2015,20.5,10.6,28.2,,0,46.67,60
1/8/2015,20.4,10.6,29.1,,0,46.67,60
1/9/2015,19.7,10.6,27.5,,0,46.67,60
1/10/2015,19.8,10.6,27,,0,46.67,60
1/11/2015,19.8,10.6,27,,0,46.67,60
1/12/2015,19.9,10.6,26.5,,0,46.67,60
1/13/2015,19.8,10.6,,,0,46.67,60
1/14/2015,20.6,10.6,27.5,,0,46.67,60
1/15/2015,20.6,10.6,27.4,,0,46.67,60
1/16/2015,20.3,10.6,27.5,,0,46.67,60
1/17/2015,20.3,10.6,28.2,,0,46.67,60
1/18/2015,19.4,10.6,27.6,,0,46.67,60
1/19/2015,19.1,10.6,27.4,,0,46.67,60
1/20/2015,18.9,10.6,25.7,,0,46.67,60
1/21/2015,19.4,10.6,27.4,,0,46.67,60
1/22/2015,20,10.6,29.2,,0,46.67,60
1/23/2015,20.7,10.6,30.2,,0,46.67,60
1/24/2015,21.7,10.6,29.4,,0,46.67,60
1/25/2015,22.4,10.6,30.4,,0,46.67,60
1/26/2015,23.2,10.6,29.8,,0,46.67,60
1/27/2015,23.8,10.6,30.4,,0,46.67,60
1/28/2015,22.8,10.6,30.6,,0,46.67,60
1/29/2015,24.4,10.6,31.2,,0,46.67,60
1/30/2015,22.6,10.6,28.6,,0,46.67,60
1/31/2015,21.6,10.6,27.7,,0,46.67,60
2/1/2015,21.2,10.6,27.4,,0,46.67,60
2/2/2015,21.2,10.6,29.1,,0,46.67,60
2/3/2015,21.8,10.6,30.2,,0,46.67,60
2/4/2015,22.7,10.6,32.6,,0,46.67,60
2/5/2015,23.7,10.6,32.1,,0,46.67,60
2/6/2015,23.8,10.6,31,,0,46.67,60
2/7/2015,21.8,10.6,30.5,,0,46.67,60
2/8/2015,23.1,10.6,31.1,,0,46.67,60
2/9/2015,23.3,10.6,31,,0,46.67,60
2/10/2015,24.3,10.6,31.4,,0,46.67,60
2/11/2015,24.4,10.6,31.3,,0,46.67,60
2/12/2015,24.3,10.6,31.6,,0,46.67,60
2/13/2015,23.7,10.6,30.4,,0,46.67,60
2/14/2015,24.3,10.6,32.4,,0,46.67,60
2/15/2015,25.5,10.6,34,,0,46.67,60
2/16/2015,24.7,10.6,33,,0,46.67,60
2/17/2015,26.1,10.6,33.2,,0,4.79,60
2/18/2015,26.4,10.6,33.4,,0,5.79,60
2/19/2015,27.2,10.6,34.9,,0,6.79,60
2/20/2015,26.5,10.6,34.7,,0,7.79,60
2/21/2015,25.6,10.6,34.2,,0,8.79,60
2/22/2015,26.9,10.6,35.9,,0,9.79,60
2/23/2015,27,10.6,37.2,,0,10.79,60
2/24/2015,27.6,10.6,37.2,,0,11.79,60
2/25/2015,27.1,10.6,36.3,,0,12.79,60
2/26/2015,27.3,10.6,36.3,,0,13.79,60
2/27/2015,27.3,10.6,36.2,,0,14.79,60
2/28/2015,26.3,10.6,35.2,,0,15.79,60
3/1/2015,26.3,10.6,35.2,,0,16.79,60
3/2/2015,27.4,10.6,35.4,,0,17.79,60
3/3/2015,27.9,10.6,36.5,,0,18.79,60
3/4/2015,27,10.6,35.1,,0,19.79,60
3/5/2015,25.8,10.6,32.7,0,0,20.79,60
3/6/2015,26.1,10.6,33.2,,0,21.79,60
3/7/2015,26.1,10.6,33,,0,22.79,60
3/8/2015,26.6,10.6,34.2,,0,23.79,60
3/9/2015,27.6,10.6,35.8,,0,24.79,60
3/10/2015,28.6,10.6,36.9,,0,25.79,60
3/11/2015,28.4,10.6,36.3,,0,26.79,60
3/12/2015,28.5,20.5,37.2,,0,27.79,60
3/13/2015,28.3,21.3,35.4,,0,28.79,60
3/14/2015,29.4,22.4,37.2,,0,29.79,60
3/15/2015,29.7,21.9,38.8,,0,30.79,60
3/16/2015,27.6,22.7,34.7,,0,31.79,60
3/17/2015,28.8,20.2,37.2,,0,32.79,60
3/18/2015,27.4,22.4,,,0,33.79,60
3/19/2015,27.8,22.2,33.8,,0,34.79,60
3/20/2015,28.4,23,34.7,,0,35.79,60
3/21/2015,30,25.6,37.4,,0,36.79,60
3/22/2015,29.6,22.9,37.6,,0,37.79,60
3/23/2015,29.8,23,37.9,,0,38.79,60
3/24/2015,30,24.4,37.8,,0,39.79,60
3/25/2015,29.5,24.4,36.2,0,0,40.79,60
3/26/2015,29.1,24.1,35.6,,0,41.79,60
3/27/2015,29.1,23.4,36.2,,0,42.79,60
3/28/2015,27.8,,35.8,,0,43.79,60
3/29/2015,29.1,18.7,36.1,,0,44.79,60
3/30/2015,28.9,24.7,36.2,,0,45.79,60
3/31/2015,29.7,22.8,37.4,,0,46.79,60
4/1/2015,30.7,24.2,39,,0,47.79,60
4/2/2015,29.4,26.2,39.5,,0,48.79,60
4/3/2015,30.7,24.7,39.8,,0,49.79,60
4/4/2015,30.3,26,37.2,,0,50.79,60
4/5/2015,30,24.5,36,0.3,0,51.79,60
4/6/2015,30.1,26.4,36.3,0,0,52.79,60
4/7/2015,29.3,,35,,0,53.79,60
4/8/2015,29.3,25.4,37,0.5,0,54.79,60
4/9/2015,29.8,23.4,37.4,0,0,55.79,60
4/10/2015,30.8,25.4,38,,0,56.79,60
4/11/2015,29.2,,38.4,,0,57.79,60
4/12/2015,27.3,22.9,33,,0,58.79,60
4/13/2015,28.6,23.4,33.4,,0,59.79,60
4/14/2015,29.3,22.8,36,,0,60.79,60
4/15/2015,28.8,23.4,36,,0,61.79,60
4/16/2015,29.2,24,35,0,0,62.79,60
4/17/2015,30,24.4,37.7,0.3,0,63.79,60
4/18/2015,31.5,24.6,40.1,0,0,64.79,60
4/19/2015,31.9,26.4,40,,0,65.79,60
4/20/2015,32.4,27.5,40.8,,0,66.79,60
4/21/2015,32.6,27.5,40.7,,0,67.79,60
4/22/2015,31.7,25,39,,0,68.79,60
4/23/2015,31.5,25.8,40.4,,0,69.79,60
4/24/2015,30.2,25,37.2,,0,70.79,60
4/25/2015,29.8,,37.6,,0,71.79,60
4/26/2015,27.3,,32.8,,0,72.79,60
4/27/2015,28.4,23.9,35.4,,0,73.79,60
4/28/2015,28.9,,37.3,,0,74.79,60
4/29/2015,28.7,20.4,35.4,27.9,0,75.79,60
4/30/2015,28.6,24.9,36.2,0,0,76.79,60
5/1/2015,31.3,24.7,38.6,,0,77.79,60
5/2/2015,31.3,27,37.2,,0,78.79,60
5/3/2015,30.6,26,37.2,,0,79.79,60
5/4/2015,29.7,,36.8,,0,80.79,60
5/5/2015,30.8,23.1,37.3,,0,81.79,60
5/6/2015,32.1,26.8,39.4,,0,82.79,60
5/7/2015,31.9,25.9,40.2,,0,83.79,60
5/8/2015,32.2,26.4,39.7,,0,84.79,60
5/9/2015,31.2,,39.2,1,0,85.79,60
5/10/2015,30.1,27.2,34.5,0,0,86.79,60
5/11/2015,30.2,,,,0,87.79,60
5/12/2015,30.6,,37.1,,0,88.79,60
5/13/2015,31.1,27.1,37.2,,0,89.79,60
5/14/2015,31.7,25.2,38.6,,0,90.79,60
